gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
125595,1,3,20070712,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AKAMAI TECHNOLOGIES INC,AKAM,00971T101,1086222,7370,519130
6682,1,3,20070827,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JEFFERIES FINANCIAL GRP INC,JEF,47233W109,96223,2011,311611
27965,1,3,20070907,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICROCHIP TECHNOLOGY INC,MCHP,595017104,827054,3674,334413
163610,1,3,20070926,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTERCONTINENTAL EXCHANGE,ICE,45866F104,1571949,6200,523999
10466,1,3,20070927,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANDEAVOR,ANDV,03349M105,50104,2911,324110
178310,1,3,20071001,20170618,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TERADATA CORP,TDC,88076W103,816761,7370,54151
126296,2,3,20071002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPEDIA GROUP INC,EXPE,30212P303,1324424,4700,561510
7912,1,3,20071008,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE ENERGY INC,NBL,655044105,72207,1311,211111
4494,1,3,20071010,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPEDITORS INTL WASH INC,EXPD,302130109,746515,4731,488510
6216,1,3,20071026,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JACOBS ENGINEERING GROUP INC,JEC,469814107,52988,1600,236210
8694,1,3,20071109,20160329,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEPCO HOLDINGS INC,POM,713291102,1135971,4911,2211
105365,1,3,20071119,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN TOWER CORP,AMT,03027X100,1053507,6798,531120
145049,1,3,20071214,20160424,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GAMESTOP CORP,GME,36467W109,1326380,5734,443142
6788,1,3,20071221,20180617,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RANGE RESOURCES CORP,RRC,75281A109,315852,1311,211111
11300,1,3,20071231,20140921,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GRAHAM HOLDINGS CO,GHC,384637104,104889,8200,611691
10631,1,3,20080102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TOTAL SYSTEM SERVICES INC,TSS,891906109,721683,7389,522320
60894,1,3,20080129,20160403,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAMERON INTERNATIONAL CORP,CAM,13342B105,941548,3533,333132
13125,1,3,20080331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HCP INC,HCP,40414L109,765880,6798,531120
179621,1,3,20080331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PHILIP MORRIS INTERNATIONAL,PM,718172109,1413329,2111,312230
136725,1,3,20080602,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTUITIVE SURGICAL INC,ISRG,46120E602,1035267,3845,334510
9904,1,3,20080606,20170403,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHWESTERN ENERGY CO,SWN,845467109,7332,4923,211111
147175,1,3,20080611,20150611,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LORILLARD INC,LO,544147101,1424847,2111,312230
20548,1,3,20080623,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CABOT OIL & GAS CORP,COG,127097103,858470,1311,211111
180167,1,3,20080701,20180306,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCRIPPS NETWORKS INTERACTIVE,SNI,811065101,1430602,4833,515120
160225,1,3,20080718,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MASTERCARD INC,MA,57636Q104,1141391,6099,522320
61483,1,3,20080731,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DAVITA INC,DVA,23918K108,927066,8090,621492
29804,2,3,20080821,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INVESCO LTD,IVZ,G491BT108,914208,6282,523920
163946,1,3,20080827,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CF INDUSTRIES HOLDINGS INC,CF,125269100,1324404,2870,325311
14225,1,3,20080915,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FASTENAL CO,FAST,311900104,815556,5000,423
157855,1,3,20080915,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SALESFORCE.COM INC,CRM,79466L302,1108524,7372,511210
5492,1,3,20080922,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARRIS CORP,HRS,413875105,202058,3812,334511
14359,2,3,20080924,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PIONEER NATURAL RESOURCES CO,PXD,723787107,1038357,1311,211111
14282,1,3,20080930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMPHENOL CORP,APH,32095101,820313,3678,334417
4108,1,3,20081002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLOWSERVE CORP,FLS,34354P105,30625,3561,333911
179700,1,3,20081007,20180701,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DR PEPPER SNAPPLE GROUP INC,DPS,2.6138E+113,,2086,312111
149337,1,3,20081022,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NASDAQ INC,NDAQ,631103108,1120193,6200,523210
11550,1,3,20081031,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WEC ENERGY GROUP INC,WEC,92939U106,783325,4931,2211
9777,1,3,20081106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SMUCKER (JM) CO,SJM,832696405,91419,2033,311421
16245,1,3,20081113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEOPLE'S UNITED FINL INC,PBCT,712704105,1378946,6020,522110
13700,1,3,20081114,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DENTSPLY SIRONA INC,XRAY,24906P109,818479,3843,339114
149318,1,3,20081114,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WYNN RESORTS LTD,WYNN,983134107,1174922,7990,721120
63527,1,3,20081119,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STERICYCLE INC,SRCL,858912108,861878,4955,562211
118577,1,3,20081124,20140123,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LIFE TECHNOLOGIES CORP,LIFE.3,53217V109,1073431,2836,325414
4094,1,3,20081202,20170404,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DUN & BRADSTREET CORP,DNB,2.6483E+104,1115222,7323,561450
112168,1,3,20081205,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REPUBLIC SERVICES INC,RSG,760759100,1060391,4953,562111
4430,1,3,20081219,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQT CORP,EQT,26884L109,33213,4923,221210
9445,1,3,20090102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCANA CORP,SCG,80589M102,754737,4931,22111
28477,1,3,20090102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLIR SYSTEMS INC,FLIR,302445101,354908,3812,334511
8215,2,3,20090102,20161201,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OWENS-ILLINOIS INC,OI,690768403,812074,3221,327213
62374,1,3,20090106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IRON MOUNTAIN INC,IRM,46284V101,1020569,6798,531120
5543,1,3,20090130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLTOWER INC,WELL,95040Q104,766704,6798,531110
61409,1,3,20090226,20161002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIAMOND OFFSHRE DRILLING INC,DO,25271C102,949039,1381,213111
5709,1,3,20090304,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HORMEL FOODS CORP,HRL,440452100,48465,2011,311611
110179,1,3,20090304,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VENTAS INC,VTR,92276F100,740260,6798,531110
7970,1,3,20090317,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EVERSOURCE ENERGY,ES,30040W108,72741,4931,2211
28180,1,3,20090327,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,O'REILLY AUTOMOTIVE INC,ORLY,67103H107,898173,5531,441310
176404,1,3,20090330,20160517,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIME WARNER CABLE INC,TWC,88732J207,1377013,4841,515210
20653,1,3,20090402,20150322,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DENBURY RESOURCES INC,DNR,247916208,945764,1311,211111
142811,1,3,20090605,20170116,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FMC TECHNOLOGIES INC,FTI.1,30249U101,1135152,3533,333132
11399,1,3,20090701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WESTERN DIGITAL CORP,WDC,958102105,106040,3572,334112
66446,1,3,20090701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUANTA SERVICES INC,PWR,7.4762E+106,1050915,1731,238210
122841,1,3,20090727,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RED HAT INC,RHT,756577102,1087423,7372,511210
4510,1,3,20090819,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FMC CORP,FMC,302491303,37785,2870,325320
183257,1,3,20090901,20150317,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAREFUSION CORP,CFN,14170T101,1457543,3841,339112
12950,1,3,20090909,20160522,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AIRGAS INC,ARG,9363102,804212,5084,423830
175404,1,3,20091016,20170319,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRST SOLAR INC,FSLR,336433107,1274494,3674,334413
119314,1,3,20091106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOOKING HOLDINGS INC,BKNG,09857L108,1075531,7370,519130
9248,1,3,20091221,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROSS STORES INC,ROST,778296103,745732,5651,448140
179534,1,3,20091221,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VISA INC,V,92826C839,1403161,6099,522320
3107,1,3,20091221,20140401,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CLEVELAND-CLIFFS INC,CLF,185899101,764065,1000,212210
180833,1,3,20091221,20170618,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEAD JOHNSON NUTRITION CO,MJN,582839106,1452575,2020,311514
24925,1,3,20091223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROPER TECHNOLOGIES INC,ROP,776696106,882835,3823,334513
135990,3,3,20100129,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NRG ENERGY INC,NRG,629377508,1013871,4911,22111
29150,1,3,20100208,20170319,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,URBAN OUTFITTERS INC,URBN,917047102,912615,5651,448140
2176,2,3,20100216,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BERKSHIRE HATHAWAY,BRK.B,84670702,1067983,9997,999977
5581,1,3,20100301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HELMERICH & PAYNE,HP,423452101,46765,1381,213111
164296,1,3,20100301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISCOVERY INC,DISCA,25470F104,1437107,4841,515210
8151,1,3,20100315,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ONEOK INC,OKE,682680103,1039684,4923,221210
12850,1,3,20100430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CERNER CORP,CERN,156782104,804753,7373,541512
64410,1,3,20100628,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARMAX INC,KMX,143130102,1170010,5500,441120
154357,1,3,20100701,20150630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QEP RESOURCES INC,QEP,74733V100,1108827,1311,211111
28034,1,3,20100715,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB LTD,CB,H1467J104,896159,6331,524126
10787,1,3,20100827,20160905,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYCO INTERNATIONAL PLC,TYC,G91442106,1608109,3669,334290
5959,1,3,20101117,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INGERSOLL-RAND PLC,IR,G47791101,1466258,3585,333415
29173,1,3,20101220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWFIELD EXPLORATION CO,NFX,651290108,912750,1311,211111
121077,1,3,20101220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,F5 NETWORKS INC,FFIV,315616102,1048695,7373,541512
147579,1,3,20101220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NETFLIX INC,NFLX,64110L106,1065280,7841,532230
12485,1,3,20101220,20160623,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTICE USA INC,ATUS,12686C109,1702780,4841,515210
11925,1,3,20110118,20150719,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE CORP PLC,NE,G65431101,1458891,1381,213111
13003,2,3,20110228,20151007,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOY GLOBAL INC,JOY,481165108,801898,3532,333131
177264,2,3,20110301,20150126,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVIDIEN PLC,COV,G2554F113,1385187,3845,334510
133366,1,3,20110401,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EDWARDS LIFESCIENCES CORP,EW,2.8176E+112,1099800,3842,339113
124434,1,3,20110404,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BLACKROCK INC,BLK,09247X101,1364742,6282,523920
165914,1,3,20110428,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHIPOTLE MEXICAN GRILL INC,CMG,169656105,1058090,5812,722513
186989,1,3,20110701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARATHON PETROLEUM CORP,MPC,56585A102,1510295,2911,324110
143357,1,3,20110706,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ACCENTURE PLC,ACN,G1151C101,1467373,8742,541611
162129,1,3,20110926,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOSAIC CO,MOS,61945C103,1285785,2870,325312
177267,2,3,20111017,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TE CONNECTIVITY LTD,TEL,H84989104,1385157,3678,334417
189491,1,3,20111101,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XYLEM INC,XYL,98419M100,1524472,3561,333911
1837,1,3,20111213,20160630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHERN CO GAS,SO7,1204106,1004155,4924,221210
24782,1,3,20111219,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PERRIGO CO PLC,PRGO,G97822103,1585364,2834,325412
28742,1,3,20111219,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BORGWARNER INC,BWA,99724106,908255,3714,336310
31587,1,3,20111219,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOLLAR TREE INC,DLTR,256746108,935703,5331,452990
199356,1,3,20111221,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRIPADVISOR INC,TRIP,896945201,1526520,7370,519130
187128,1,3,20120103,20140323,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WPX ENERGY INC,WPX,98212B103,1518832,1311,211111
113490,1,3,20120314,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CROWN CASTLE INTL CORP,CCI,22822V101,1051470,6798,531120
28118,1,3,20120404,20160104,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOSSIL GROUP INC,FOSL,34988V106,883569,3873,334519
170841,1,3,20120501,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PHILLIPS 66,PSX,718546104,1534701,2911,324110
6310,4,3,20120525,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KINDER MORGAN INC,KMI,49456B101,1506307,4923,486210
62263,1,3,20120525,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALEXION PHARMACEUTICALS INC,ALXN,15351109,899866,2836,325414
6565,1,3,20120605,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAM RESEARCH CORP,LRCX,512807108,707549,3559,333242
24316,1,3,20120629,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONSTER BEVERAGE CORP,MNST,61174X109,865752,2086,312111
150937,1,3,20120702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEAGATE TECHNOLOGY PLC,STX,G7945M107,1137789,3572,334112
2270,1,3,20120731,20160329,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENSCO PLC,ESV,G3157S106,314808,1381,213111
294524,1,3,20120905,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LYONDELLBASELL INDUSTRIES NV,LYB,N53745100,1489393,2820,325220
8463,1,3,20121001,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PENTAIR PLC,PNR,G7S00T104,77360,3561,333911
14438,1,3,20121001,20160502,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADT CORP,ADT.4,00101J106,1546640,7380,561612
12978,1,3,20121002,20150702,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KRAFT FOODS GROUP INC,KRFT,50076Q106,1545158,2000,311
28648,1,3,20121005,20150311,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PETSMART INC,PETM,716768106,863157,5990,453910
4016,2,3,20121203,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOLLAR GENERAL CORP,DG,256677105,29534,5331,452990
141459,1,3,20121212,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GARMIN LTD,GRMN,H2906T109,1121788,3812,334511
118122,4,3,20121224,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APTIV PLC,APTV,G6095L109,1521332,3714,336320
16101,1,3,20130102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABBVIE INC,ABBV,00287Y109,1551152,2836,325414
8551,1,3,20130214,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PVH CORP,PVH,693656100,78239,2300,315
23812,1,3,20130501,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGENERON PHARMACEUTICALS,REGN,75886F107,872589,2834,325412
29868,1,3,20130509,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MACERICH CO,MAC,554382101,912242,6798,531120
6335,1,3,20130524,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KANSAS CITY SOUTHERN,KSU,485170302,54480,4011,482111
5073,19,3,20130607,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL MOTORS CO,GM,37045V100,1467858,3711,33611
13721,1,3,20130624,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZOETIS INC,ZTS,98978V103,1555280,2834,325412
18043,1,3,20130701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWS CORP,NWSA,65249B109,1564708,2711,511110
100873,3,3,20130709,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NIELSEN HOLDINGS PLC,NLSN,G6518L108,1492633,8700,541910
3851,3,3,20130911,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELTA AIR LINES INC,DAL,247361702,27904,4512,481111
1598,1,3,20130923,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMETEK INC,AME,31100100,1037868,3823,334513
24344,1,3,20130923,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,875320,2834,325412
28338,1,3,20131029,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRANSOCEAN LTD,RIG,H8817H100,1451505,1381,213111
198058,1,3,20131113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICHAEL KORS HOLDINGS LTD,KORS,G60754101,1530721,2300,315
316056,1,3,20131202,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLEGION PLC,ALLE,G0176J109,1579241,3420,332510
28119,1,3,20131210,20180827,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GGP INC,GGP,36174X101,1496048,6798,531120
25119,1,3,20131223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOHAWK INDUSTRIES INC,MHK,608190104,851968,2273,314110
143974,1,3,20131223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLIANCE DATA SYSTEMS CORP,ADS,18581108,1101215,7374,518210
170617,1,3,20131223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FACEBOOK INC,FB,30303M102,1326801,7370,519130
